adjusted_year,country,ISO_A0,region,cases,population_total,RISc,risc_intensity
2002,Cambodia,KHM,Asia,12471,12855241,0.363849513,expected
2010,Cambodia,KHM,Asia,12500,14500726,-0.246772812,expected
1991,Cambodia,KHM,Asia,1882,7686850,-0.562888457,low
2014,Cambodia,KHM,Asia,3717,15396772,-1.512932635,low
2007,Cambodia,KHM,Asia,39851,13841770,1.103145852,high
2015,Cambodia,KHM,Asia,15412,15623251,-0.066897781,expected
2017,Cambodia,KHM,Asia,6372,16073372,-0.886055653,low
2020,Cambodia,KHM,Asia,11792,16725474,-0.197004843,expected
2018,Cambodia,KHM,Asia,24684,16274522,0.496443431,expected
2023,Cambodia,KHM,Asia,36206,17423880,0.874173895,high
2000,Cambodia,KHM,Asia,3148,12462336,-0.84298109,low
2004,Cambodia,KHM,Asia,10049,13244731,-0.011879512,expected
2021,Cambodia,KHM,Asia,1903,16974305,-2.017367907,low
2022,Cambodia,KHM,Asia,12741,17201724,-0.137936404,expected
2005,Cambodia,KHM,Asia,9042,13439202,-0.204494971,expected
1992,Cambodia,KHM,Asia,4695,8113083,0.31619641,expected
2001,Cambodia,KHM,Asia,10569,12658484,0.282378519,expected
2019,Cambodia,KHM,Asia,68597,16481304,1.542905468,high
2023,Saint Kitts And Nevis,KNA,Caribbean,316,46758,2.962006122,high
2015,Saint Kitts And Nevis,KNA,Caribbean,5,47087,-1.160332437,low
1990,Saint Kitts And Nevis,KNA,Caribbean,0,40432,-0.129344623,expected
1997,Saint Kitts And Nevis,KNA,Caribbean,0,43428,-1.177848525,low
2004,Saint Kitts And Nevis,KNA,Caribbean,4,46315,-0.034715643,expected
2001,Saint Kitts And Nevis,KNA,Caribbean,85,45761,3.297481968,high
2021,Saint Kitts And Nevis,KNA,Caribbean,0,46763,-2.687469324,low
2011,Saint Kitts And Nevis,KNA,Caribbean,46,46886,1.38732847,high
1994,Saint Kitts And Nevis,KNA,Caribbean,0,41776,-2.337489943,low
2019,Saint Kitts And Nevis,KNA,Caribbean,50,46952,1.144481536,high
2016,Saint Kitts And Nevis,KNA,Caribbean,136,47075,2.03333667,high
2020,Saint Kitts And Nevis,KNA,Caribbean,20,46870,0.27844143,expected
2010,Saint Kitts And Nevis,KNA,Caribbean,19,46846,0.690641052,high
2018,Saint Kitts And Nevis,KNA,Caribbean,6,47008,-1.001243795,low
1999,Saint Kitts And Nevis,KNA,Caribbean,1,44601,-0.517582211,low
2008,Saint Kitts And Nevis,KNA,Caribbean,49,46835,1.954124836,high
1995,Saint Kitts And Nevis,KNA,Caribbean,27,42326,3.111030993,high
1992,Saint Kitts And Nevis,KNA,Caribbean,0,40715,-0.753432729,low
1996,Saint Kitts And Nevis,KNA,Caribbean,6,42877,1.387524659,high
2017,Saint Kitts And Nevis,KNA,Caribbean,10,47050,-0.548952671,low
2007,Saint Kitts And Nevis,KNA,Caribbean,0,46706,-2.103961415,low
2006,Saint Kitts And Nevis,KNA,Caribbean,1,46569,-1.409952744,low
1998,Saint Kitts And Nevis,KNA,Caribbean,0,43998,-0.818455176,low
2022,Saint Kitts And Nevis,KNA,Caribbean,1,46709,-2.182917955,low
1991,Saint Kitts And Nevis,KNA,Caribbean,8,40358,2.445083312,high
1993,Saint Kitts And Nevis,KNA,Caribbean,0,41242,-1.7562021,low
2000,Saint Kitts And Nevis,KNA,Caribbean,5,45248,0.586090391,high
2014,Saint Kitts And Nevis,KNA,Caribbean,75,47089,1.490186942,high
2003,Saint Kitts And Nevis,KNA,Caribbean,2,46176,-0.506209776,low
2002,Saint Kitts And Nevis,KNA,Caribbean,20,46020,1.740783125,high
2013,Saint Kitts And Nevis,KNA,Caribbean,100,47069,1.867088283,high
2012,Saint Kitts And Nevis,KNA,Caribbean,2,47033,-1.650667248,low
2005,Saint Kitts And Nevis,KNA,Caribbean,0,46437,-2.047448462,low
2009,Saint Kitts And Nevis,KNA,Caribbean,2,46916,-1.235235,low
2005,Laos,LAO,Asia,6152,5869523,-0.090364568,expected
2001,Laos,LAO,Asia,3968,5521482,-0.423110309,expected
2000,Laos,LAO,Asia,1377,5431212,-1.404698966,low
2022,Laos,LAO,Asia,29064,7559007,0.773411109,high
2018,Laos,LAO,Asia,6446,7128045,-0.356430977,expected
1990,Laos,LAO,Asia,60,4311955,-1.087898805,low
2019,Laos,LAO,Asia,39091,7237636,1.382962032,high
2004,Laos,LAO,Asia,3972,5781626,-0.510722699,low
2014,Laos,LAO,Asia,1922,6703172,-1.488227184,low
1996,Laos,LAO,Asia,8197,5045678,1.118483213,high
1993,Laos,LAO,Asia,343,4685060,-0.821857352,low
2010,Laos,LAO,Asia,22929,6334194,1.043399201,high
2003,Laos,LAO,Asia,17690,5697945,0.995779622,high
1991,Laos,LAO,Asia,249,4435118,-0.167141828,expected
1995,Laos,LAO,Asia,7781,4929409,1.415278402,high
2008,Laos,LAO,Asia,4487,6148969,-0.503290336,low
1998,Laos,LAO,Asia,7671,5248266,0.567145938,high
2015,Laos,LAO,Asia,1959,6801645,-1.46589145,low
2016,Laos,LAO,Asia,5636,6908802,-0.420872118,expected
2017,Laos,LAO,Asia,11067,7018147,0.228168257,expected
2020,Laos,LAO,Asia,7692,7346533,-0.319531213,expected
2006,Laos,LAO,Asia,7114,5963200,0.029744685,expected
2007,Laos,LAO,Asia,5391,6056236,-0.280284987,expected
1992,Laos,LAO,Asia,265,4559646,-0.596567815,low
2011,Laos,LAO,Asia,3816,6426590,-0.780148787,low
1994,Laos,LAO,Asia,2585,4809220,0.733275845,high
2002,Laos,LAO,Asia,9176,5610889,0.36514225,expected
2009,Laos,LAO,Asia,7804,6241642,0.006754947,expected
2012,Laos,LAO,Asia,10146,6518978,0.176957917,expected
2021,Laos,LAO,Asia,1340,7453194,-2.169404883,low
1997,Laos,LAO,Asia,3411,5152011,-0.035246157,expected
1999,Laos,LAO,Asia,2507,5340784,-0.699226119,low
2023,Laos,LAO,Asia,32084,7664993,0.728862287,high
2013,Laos,LAO,Asia,44250,6611385,1.641992276,high
2023,Saint Lucia,LCA,Caribbean,60,179285,-0.028640507,expected
2022,Saint Lucia,LCA,Caribbean,15,178781,-1.462853275,low
2009,Saint Lucia,LCA,Caribbean,18,169869,-1.022115132,low
2007,Saint Lucia,LCA,Caribbean,39,167758,0.105871513,expected
1996,Saint Lucia,LCA,Caribbean,65,150436,2.79989964,high
2005,Saint Lucia,LCA,Caribbean,1,165450,-2.517888702,low
2003,Saint Lucia,LCA,Caribbean,5,162976,-1.007850618,low
1992,Saint Lucia,LCA,Caribbean,0,141617,-1.086648998,low
1994,Saint Lucia,LCA,Caribbean,0,145890,-2.526460074,low
2017,Saint Lucia,LCA,Caribbean,66,176342,-0.316234262,expected
2004,Saint Lucia,LCA,Caribbean,11,164239,-0.49620938,expected
2019,Saint Lucia,LCA,Caribbean,20,177661,-1.367097534,low
2006,Saint Lucia,LCA,Caribbean,30,166639,0.052841532,expected
2016,Saint Lucia,LCA,Caribbean,196,175646,0.752701367,high
1991,Saint Lucia,LCA,Caribbean,4,139520,1.093464557,high
2010,Saint Lucia,LCA,Caribbean,74,170906,0.222430925,expected
2018,Saint Lucia,LCA,Caribbean,90,177017,0.031382242,expected
2000,Saint Lucia,LCA,Caribbean,0,158616,-1.961429506,low
1997,Saint Lucia,LCA,Caribbean,11,152569,0.786409198,high
2012,Saint Lucia,LCA,Caribbean,10,172587,-1.969498854,low
2021,Saint Lucia,LCA,Caribbean,39,178522,-0.603155671,low
2013,Saint Lucia,LCA,Caribbean,234,173369,1.019173124,high
1990,Saint Lucia,LCA,Caribbean,2,137857,0.738598229,high
1998,Saint Lucia,LCA,Caribbean,0,154677,-1.536051652,low
2001,Saint Lucia,LCA,Caribbean,292,160237,3.336384479,high
1999,Saint Lucia,LCA,Caribbean,3,156702,-0.694716326,low
1995,Saint Lucia,LCA,Caribbean,52,148208,2.819104524,high
2014,Saint Lucia,LCA,Caribbean,167,174138,0.624130914,high
1993,Saint Lucia,LCA,Caribbean,0,143726,-1.983956973,low
2020,Saint Lucia,LCA,Caribbean,1318,178250,2.841990404,high
2011,Saint Lucia,LCA,Caribbean,757,171801,2.399280804,high
2015,Saint Lucia,LCA,Caribbean,25,174905,-1.281078354,low
2002,Saint Lucia,LCA,Caribbean,51,161641,1.399278951,high
2008,Saint Lucia,LCA,Caribbean,98,168808,0.832792931,high
1990,Sri Lanka,LKA,Asia,1350,16352458,0.677051084,high
1994,Sri Lanka,LKA,Asia,582,17275773,-0.523318779,low
2021,Sri Lanka,LKA,Asia,36120,22156000,-0.689624503,low
2014,Sri Lanka,LKA,Asia,45535,20778000,-0.057253046,expected
1993,Sri Lanka,LKA,Asia,750,17025918,-0.14444116,expected
2013,Sri Lanka,LKA,Asia,30450,20585000,-0.330479042,expected
2022,Sri Lanka,LKA,Asia,76689,22181000,0.005244941,expected
2019,Sri Lanka,LKA,Asia,96045,21803000,0.371290125,expected
2003,Sri Lanka,LKA,Asia,4749,19951521,-0.156474858,expected
2010,Sri Lanka,LKA,Asia,33988,20879089,0.289556749,expected
1996,Sri Lanka,LKA,Asia,1298,17905018,-0.057821277,expected
1992,Sri Lanka,LKA,Asia,656,16739284,-0.178837309,expected
2012,Sri Lanka,LKA,Asia,43783,21169458,0.153485012,expected
2009,Sri Lanka,LKA,Asia,35010,20756435,0.542973446,high
2005,Sri Lanka,LKA,Asia,5994,20216524,-0.312428757,expected
2018,Sri Lanka,LKA,Asia,51320,21670000,-0.221287909,expected
2002,Sri Lanka,LKA,Asia,8931,19805752,0.658617355,high
2007,Sri Lanka,LKA,Asia,7314,20492545,-0.554892035,low
2017,Sri Lanka,LKA,Asia,176272,21453000,1.056281676,high
2023,Sri Lanka,LKA,Asia,88659,22037000,0.0942218,expected
2015,Sri Lanka,LKA,Asia,27702,20970000,-0.654490866,low
1999,Sri Lanka,LKA,Asia,1688,18944731,-0.400783758,expected
1991,Sri Lanka,LKA,Asia,1048,16475354,0.366393868,expected
2004,Sri Lanka,LKA,Asia,15463,20087605,0.835756489,high
1997,Sri Lanka,LKA,Asia,981,18248200,-0.531961512,low
2001,Sri Lanka,LKA,Asia,4304,19600362,0.121277197,expected
1998,Sri Lanka,LKA,Asia,1275,18596003,-0.473572235,expected
1995,Sri Lanka,LKA,Asia,440,17564068,-0.95993478,low
2011,Sri Lanka,LKA,Asia,27614,21009048,-0.123700706,expected
2006,Sri Lanka,LKA,Asia,11980,20352411,0.16494733,expected
2008,Sri Lanka,LKA,Asia,6555,20629378,-0.898509105,low
2020,Sri Lanka,LKA,Asia,32232,21919000,-0.752645743,low
2016,Sri Lanka,LKA,Asia,50954,21209000,-0.125428972,expected
2000,Sri Lanka,LKA,Asia,3343,19293054,0.072558848,expected
2023,Maldives,MDV,Asia,3417,525994,0.940025446,high
2014,Maldives,MDV,Asia,824,413617,-0.737411296,low
2009,Maldives,MDV,Asia,845,348275,-0.424061495,expected
1990,Maldives,MDV,Asia,0,224762,0.004460801,expected
2013,Maldives,MDV,Asia,725,400070,-0.864716606,low
1999,Maldives,MDV,Asia,118,277412,1.306925949,high
2008,Maldives,MDV,Asia,1824,336170,0.505107671,high
2012,Maldives,MDV,Asia,1083,386818,-0.438898046,expected
1995,Maldives,MDV,Asia,0,256649,-0.651035094,low
2022,Maldives,MDV,Asia,2700,524106,0.717436886,high
2000,Maldives,MDV,Asia,180,282019,1.098421468,high
2011,Maldives,MDV,Asia,2909,373674,0.60244039,high
2002,Maldives,MDV,Asia,27,291616,-1.76494463,low
2017,Maldives,MDV,Asia,851,458287,-0.569847195,low
2005,Maldives,MDV,Asia,1126,306429,0.791131107,high
2021,Maldives,MDV,Asia,NA,516154,-0.929493418,low
2015,Maldives,MDV,Asia,1890,428154,0.116005514,expected
2003,Maldives,MDV,Asia,38,296491,-1.852477474,low
2018,Maldives,MDV,Asia,1838,473099,0.260114989,expected
1992,Maldives,MDV,Asia,0,238543,-0.471265704,expected
2016,Maldives,MDV,Asia,1962,443308,0.201635778,expected
1997,Maldives,MDV,Asia,3,267707,-0.649241615,low
2001,Maldives,MDV,Asia,73,286767,-0.335829343,expected
2006,Maldives,MDV,Asia,2777,313851,1.391867103,high
2019,Maldives,MDV,Asia,2156,487731,0.469468307,expected
1991,Maldives,MDV,Asia,0,231802,0.162244066,expected
2010,Maldives,MDV,Asia,1000,360792,-0.377721399,expected
2004,Maldives,MDV,Asia,742,301413,0.71559383,high
1998,Maldives,MDV,Asia,1750,272723,4.752097491,high
2020,Maldives,MDV,Asia,328,502118,-1.378073737,low
1993,Maldives,MDV,Asia,0,244884,-0.304585127,expected
1994,Maldives,MDV,Asia,0,250822,-0.403205361,expected
2007,Maldives,MDV,Asia,1680,324479,0.631083486,high
1996,Maldives,MDV,Asia,0,262347,-1.403822794,low
1990,Mexico,MEX,Central America,14485,82820170,0.504681585,high
2018,Mexico,MEX,Central America,78642,124573711,-0.395919421,expected
1995,Mexico,MEX,Central America,36029,90862455,1.125502528,high
2012,Mexico,MEX,Central America,165749,116818208,0.590956432,high
2003,Mexico,MEX,Central America,6234,102978515,-1.011235554,low
2017,Mexico,MEX,Central America,89961,123400057,-0.280150922,expected
2002,Mexico,MEX,Central America,8415,101548624,-0.641071546,low
2000,Mexico,MEX,Central America,21665,98625552,0.367996827,expected
2013,Mexico,MEX,Central America,231498,118343573,0.800179082,high
1999,Mexico,MEX,Central America,14655,97115707,-0.003913195,expected
2005,Mexico,MEX,Central America,20912,105811504,-0.070899639,expected
1996,Mexico,MEX,Central America,35082,92452702,1.011436907,high
2009,Mexico,MEX,Central America,238389,111999721,1.506967754,high
2019,Mexico,MEX,Central America,268494,125762982,0.853336403,high
2015,Mexico,MEX,Central America,219593,121072306,0.617099317,high
2022,Mexico,MEX,Central America,59918,128613117,-0.628563552,low
1993,Mexico,MEX,Central America,2899,87653807,-1.21922769,low
1992,Mexico,MEX,Central America,11348,86044809,0.198254887,expected
1997,Mexico,MEX,Central America,52561,94021207,1.345278836,high
2016,Mexico,MEX,Central America,130069,122251351,0.079359815,expected
1991,Mexico,MEX,Central America,5863,84430572,-0.426298042,expected
2001,Mexico,MEX,Central America,6019,100099099,-0.93544167,low
2014,Mexico,MEX,Central America,124943,119784261,0.099135784,expected
2021,Mexico,MEX,Central America,36742,127648148,-1.102967259,low
2004,Mexico,MEX,Central America,7983,104394131,-0.876045648,low
1998,Mexico,MEX,Central America,23267,95575245,0.484093708,expected
2007,Mexico,MEX,Central America,49119,108774360,0.372509286,expected
2020,Mexico,MEX,Central America,120639,126799054,0.076313968,expected
2011,Mexico,MEX,Central America,63628,115243504,-0.206651107,expected
2023,Mexico,MEX,Central America,281615,129739759,0.892178164,high
2010,Mexico,MEX,Central America,51635,113623895,-0.228802093,expected
2008,Mexico,MEX,Central America,25040,110374288,-0.525926325,low
2006,Mexico,MEX,Central America,27335,107253666,0.002710552,expected
1994,Mexico,MEX,Central America,6770,89259205,-0.449639482,expected
1990,Myanmar,MMR,Asia,5696,39817251,0.554471724,high
2014,Myanmar,MMR,Asia,14410,50681634,-0.277552076,expected
2021,Myanmar,MMR,Asia,5446,53387102,-1.122618423,low
1995,Myanmar,MMR,Asia,2063,42605338,-0.698488956,low
1996,Myanmar,MMR,Asia,1731,43154860,-0.965132991,low
2016,Myanmar,MMR,Asia,10385,51495696,-0.62178838,low
2022,Myanmar,MMR,Asia,24971,53756787,0.40797733,expected
1993,Myanmar,MMR,Asia,1742,41502429,-0.714119983,low
2000,Myanmar,MMR,Asia,1222,45290841,-1.691799266,low
2008,Myanmar,MMR,Asia,17281,48390793,0.288028264,expected
2011,Myanmar,MMR,Asia,4297,49419820,-1.321947479,low
2017,Myanmar,MMR,Asia,32891,51894938,0.55062691,high
1994,Myanmar,MMR,Asia,11591,42055143,1.112198689,high
2002,Myanmar,MMR,Asia,15663,46232653,0.691221573,high
2005,Myanmar,MMR,Asia,16965,47438365,0.538464059,high
2003,Myanmar,MMR,Asia,6792,46667192,-0.216500817,expected
2019,Myanmar,MMR,Asia,23203,52640713,0.266283573,expected
2015,Myanmar,MMR,Asia,42540,51089056,0.785597698,high
2023,Myanmar,MMR,Asia,16130,54133798,-0.025790457,expected
1997,Myanmar,MMR,Asia,3697,43708798,-0.30689065,expected
2006,Myanmar,MMR,Asia,10392,47785135,-0.041740604,expected
2020,Myanmar,MMR,Asia,15131,53016522,-0.125438899,expected
1999,Myanmar,MMR,Asia,5495,44787724,-0.101149349,expected
2009,Myanmar,MMR,Asia,23681,48660459,0.524700574,high
2004,Myanmar,MMR,Asia,6624,47068772,-0.316931335,expected
2012,Myanmar,MMR,Asia,7006,49837446,-0.898634325,low
2018,Myanmar,MMR,Asia,22659,52272247,0.207868454,expected
1998,Myanmar,MMR,Asia,12231,44257793,0.790020938,high
1991,Myanmar,MMR,Asia,6677,40394154,0.698297814,high
2007,Myanmar,MMR,Asia,14658,48125043,0.210189734,expected
2013,Myanmar,MMR,Asia,22166,50262658,0.194495235,expected
2010,Myanmar,MMR,Asia,15631,49024382,0.03662933,expected
2001,Myanmar,MMR,Asia,15503,45771139,0.760849627,high
1992,Myanmar,MMR,Asia,1418,40950342,-0.874737301,low
2007,Malaysia,MYS,Asia,48846,26998389,0.29656708,expected
2020,Malaysia,MYS,Asia,87171,33889558,0.095836351,expected
2022,Malaysia,MYS,Asia,65732,34695493,-0.208648647,expected
1992,Malaysia,MYS,Asia,5473,18834572,0.005948312,expected
1995,Malaysia,MYS,Asia,6600,20330599,-0.329894242,expected
2008,Malaysia,MYS,Asia,49335,27570059,0.209631894,expected
2000,Malaysia,MYS,Asia,8805,22967816,-0.772009392,low
1994,Malaysia,MYS,Asia,3133,19820446,-0.886688243,low
2017,Malaysia,MYS,Asia,89487,32355644,0.119134592,expected
1996,Malaysia,MYS,Asia,14255,20850087,0.25926816,expected
2015,Malaysia,MYS,Asia,121619,31232798,0.480236018,expected
2009,Malaysia,MYS,Asia,41486,28124778,-0.0585432,expected
1998,Malaysia,MYS,Asia,27381,21906713,0.596679962,high
2014,Malaysia,MYS,Asia,108698,30696137,0.429542905,expected
2003,Malaysia,MYS,Asia,31545,24679602,0.223778344,expected
2018,Malaysia,MYS,Asia,83651,32910967,0.04679205,expected
2019,Malaysia,MYS,Asia,130282,33440596,0.491102319,expected
1997,Malaysia,MYS,Asia,19429,21375218,0.400506184,expected
2006,Malaysia,MYS,Asia,38556,26417909,0.157137465,expected
2005,Malaysia,MYS,Asia,39686,25836071,0.280300236,expected
2021,Malaysia,MYS,Asia,26978,34282399,-1.078988271,low
2010,Malaysia,MYS,Asia,46171,28655776,-0.047587604,expected
1990,Malaysia,MYS,Asia,4880,17833171,0.181296582,expected
2002,Malaysia,MYS,Asia,32767,24102477,0.346304521,expected
1993,Malaysia,MYS,Asia,5615,19322664,-0.128129288,expected
2001,Malaysia,MYS,Asia,16368,23526538,-0.25407774,expected
2004,Malaysia,MYS,Asia,33895,25256772,0.211996041,expected
2011,Malaysia,MYS,Asia,20040,29162039,-0.979236564,low
2012,Malaysia,MYS,Asia,23088,29662831,-0.937316581,low
1991,Malaysia,MYS,Asia,6628,18342464,0.344899438,expected
1999,Malaysia,MYS,Asia,10146,22435531,-0.519728912,low
2013,Malaysia,MYS,Asia,43862,30174265,-0.393297551,expected
2023,Malaysia,MYS,Asia,123133,35126298,0.391238586,expected
2016,Malaysia,MYS,Asia,109037,31789685,0.333067752,expected
1990,New Caledonia,NCL,Oceania,26,176456,0.964133282,high
2017,New Caledonia,NCL,Oceania,1878,283546,1.378707309,high
2008,New Caledonia,NCL,Oceania,8610,253825,3.30375717,high
2021,New Caledonia,NCL,Oceania,34,285214,-1.53600102,low
2013,New Caledonia,NCL,Oceania,291,276822,-0.700927784,low
1995,New Caledonia,NCL,Oceania,0,200379,-3.428691513,low
2003,New Caledonia,NCL,Oceania,792,236678,1.254583195,high
2009,New Caledonia,NCL,Oceania,113,257250,-1.136571527,low
2022,New Caledonia,NCL,Oceania,513,287123,1.473274125,high
2018,New Caledonia,NCL,Oceania,4321,283541,2.429877303,high
1991,New Caledonia,NCL,Oceania,10,181238,-0.294964734,expected
2019,New Caledonia,NCL,Oceania,50,283606,-1.745474353,low
1992,New Caledonia,NCL,Oceania,4,186072,-1.444310962,low
1999,New Caledonia,NCL,Oceania,15,218527,-2.280766117,low
2004,New Caledonia,NCL,Oceania,46,240852,-1.620204487,low
2014,New Caledonia,NCL,Oceania,NA,281224,0.427314824,expected
1994,New Caledonia,NCL,Oceania,1820,195614,3.767707571,high
1998,New Caledonia,NCL,Oceania,359,214047,1.00355949,high
1997,New Caledonia,NCL,Oceania,2618,209560,3.200376173,high
2005,New Caledonia,NCL,Oceania,48,244381,-1.612106953,low
2002,New Caledonia,NCL,Oceania,5673,232236,3.275217168,high
2011,New Caledonia,NCL,Oceania,207,266543,-0.808602745,low
2000,New Caledonia,NCL,Oceania,34,223098,-1.61218727,low
2015,New Caledonia,NCL,Oceania,NA,283168,0.202459069,expected
2006,New Caledonia,NCL,Oceania,47,247547,-1.690011582,low
1996,New Caledonia,NCL,Oceania,154,205034,0.630103451,high
2001,New Caledonia,NCL,Oceania,105,227707,-0.627100466,low
2016,New Caledonia,NCL,Oceania,4182,283423,2.020658274,high
2007,New Caledonia,NCL,Oceania,1179,250725,1.419751892,high
2023,New Caledonia,NCL,Oceania,18,289870,-1.537959703,low
2020,New Caledonia,NCL,Oceania,122,284176,-0.578612513,low
2012,New Caledonia,NCL,Oceania,10912,271633,3.019921373,high
2010,New Caledonia,NCL,Oceania,1,261582,-4.927918133,low
1993,New Caledonia,NCL,Oceania,11,190857,-0.950382411,low
2007,Nicaragua,NIC,Central America,12278,5497243,0.189152924,expected
1997,Nicaragua,NIC,Central America,3058,4809573,-0.574144472,low
2006,Nicaragua,NIC,Central America,10617,5418855,0.208125713,expected
2009,Nicaragua,NIC,Central America,18063,5656601,0.208991379,expected
1996,Nicaragua,NIC,Central America,2743,4729974,-0.665838645,low
2017,Nicaragua,NIC,Central America,69472,6316231,0.209403416,expected
2014,Nicaragua,NIC,Central America,35425,6066492,-0.065560906,expected
1994,Nicaragua,NIC,Central America,20469,4549316,1.394804775,high
1990,Nicaragua,NIC,Central America,4137,4162559,-0.099002245,expected
2004,Nicaragua,NIC,Central America,8332,5272912,0.230900062,expected
2022,Nicaragua,NIC,Central America,97541,6730654,-0.010014292,expected
2001,Nicaragua,NIC,Central America,2333,5087825,-0.874638388,low
2018,Nicaragua,NIC,Central America,59315,6400080,-0.054859636,expected
2000,Nicaragua,NIC,Central America,6681,5022633,0.187282063,expected
2005,Nicaragua,NIC,Central America,14678,5342105,0.677823089,high
2008,Nicaragua,NIC,Central America,8666,5576593,-0.337584937,expected
1999,Nicaragua,NIC,Central America,10401,4954018,0.632832184,high
2020,Nicaragua,NIC,Central America,53953,6565267,-0.351583321,expected
1992,Nicaragua,NIC,Central America,5495,4357026,0.140250042,expected
2002,Nicaragua,NIC,Central America,2269,5149909,-0.929847325,low
2012,Nicaragua,NIC,Central America,30878,5901287,0.153300153,expected
2003,Nicaragua,NIC,Central America,2715,5210963,-0.804009019,low
2021,Nicaragua,NIC,Central America,36741,6644741,-0.850219054,low
2023,Nicaragua,NIC,Central America,182642,6823613,0.472516964,expected
2011,Nicaragua,NIC,Central America,11881,5819051,-0.604723578,low
2019,Nicaragua,NIC,Central America,186405,6483657,0.988257159,high
2016,Nicaragua,NIC,Central America,88463,6232666,0.566558579,high
2015,Nicaragua,NIC,Central America,49326,6149417,0.115359897,expected
1998,Nicaragua,NIC,Central America,13160,4883655,0.87211106,high
2010,Nicaragua,NIC,Central America,25174,5737450,0.344797295,expected
1991,Nicaragua,NIC,Central America,1885,4259637,-0.904923866,low
1993,Nicaragua,NIC,Central America,8938,4453732,0.59805027,high
1995,Nicaragua,NIC,Central America,18454,4642931,1.259767279,high
2013,Nicaragua,NIC,Central America,77179,5983845,0.882027926,high
2023,Pakistan,PAK,Asia,6638,247504495,-1.769760405,low
1993,Pakistan,PAK,Asia,NA,127020117,-0.166114526,expected
1995,Pakistan,PAK,Asia,76,134582253,-0.31130284,expected
2012,Pakistan,PAK,Asia,3764,207667125,-0.739348478,low
2004,Pakistan,PAK,Asia,25,171286000,-2.698764104,low
1996,Pakistan,PAK,Asia,NA,138557092,-0.247478486,expected
1999,Pakistan,PAK,Asia,NA,150565377,-0.216330195,expected
2001,Pakistan,PAK,Asia,NA,159270907,-0.009888746,expected
1994,Pakistan,PAK,Asia,145,130748083,0.460397115,expected
1992,Pakistan,PAK,Asia,NA,123546848,-0.436865507,expected
2020,Pakistan,PAK,Asia,45121,235001746,0.439752934,expected
2018,Pakistan,PAK,Asia,6054,226928892,-1.3381699,low
1997,Pakistan,PAK,Asia,251,142531804,0.640495823,high
1991,Pakistan,PAK,Asia,NA,120060406,0.181797361,expected
2014,Pakistan,PAK,Asia,4128,214264647,-1.129217837,low
2011,Pakistan,PAK,Asia,24928,203746065,1.460159667,high
2009,Pakistan,PAK,Asia,946,194376534,-1.063927935,low
2003,Pakistan,PAK,Asia,17,167110248,-2.785221072,low
2016,Pakistan,PAK,Asia,9260,220138869,-0.65514944,low
2019,Pakistan,PAK,Asia,48330,230800899,0.618471808,high
2002,Pakistan,PAK,Asia,NA,163222549,0.072947456,expected
2021,Pakistan,PAK,Asia,53682,239477801,0.508993258,high
2010,Pakistan,PAK,Asia,9785,199239047,0.88087706,high
2017,Pakistan,PAK,Asia,25023,223273967,0.205576118,expected
2008,Pakistan,PAK,Asia,1795,189499113,-0.018437486,expected
2000,Pakistan,PAK,Asia,NA,154879127,-0.37925323,expected
2005,Pakistan,PAK,Asia,3940,175453212,1.963794312,high
2007,Pakistan,PAK,Asia,1199,184493231,-0.010087635,expected
2013,Pakistan,PAK,Asia,28883,211073978,1.034198045,high
2006,Pakistan,PAK,Asia,1931,179682690,0.869945418,high
1990,Pakistan,PAK,Asia,NA,116155576,0.008573556,expected
1998,Pakistan,PAK,Asia,NA,146522356,0.304874878,expected
2015,Pakistan,PAK,Asia,13088,217290883,-0.156749339,expected
2022,Pakistan,PAK,Asia,78802,243700667,0.793734788,high
2020,Panama,PAN,Central America,3987,4293261,-0.641716397,low
2009,Panama,PAN,Central America,6783,3564381,0.87683089,high
2008,Panama,PAN,Central America,2284,3500648,-0.120019786,expected
2002,Panama,PAN,Central America,706,3129344,-0.840597643,low
2021,Panama,PAN,Central America,3685,4345405,-0.815723845,low
2016,Panama,PAN,Central America,9526,4029086,0.512390856,high
2003,Panama,PAN,Central America,293,3189807,-1.764583071,low
2019,Panama,PAN,Central America,9741,4234700,0.325548903,expected
1991,Panama,PAN,Central America,0,2508265,-1.963759293,low
1999,Panama,PAN,Central America,2782,2951822,0.85207025,high
2010,Panama,PAN,Central America,1999,3628535,-0.438636911,expected
2014,Panama,PAN,Central America,5517,3892101,0.151376243,expected
1995,Panama,PAN,Central America,3080,2724557,2.746518332,high
1998,Panama,PAN,Central America,2716,2893914,1.083351154,high
2023,Panama,PAN,Central America,21437,4458759,0.692629078,high
1990,Panama,PAN,Central America,0,2455583,-1.255556035,low
1996,Panama,PAN,Central America,811,2780227,0.765424174,high
2001,Panama,PAN,Central America,1538,3069537,-0.002409923,expected
2018,Panama,PAN,Central America,7944,4167860,0.189941192,expected
2015,Panama,PAN,Central America,4815,3960035,-0.08350293,expected
2004,Panama,PAN,Central America,369,3251155,-1.591031086,low
2005,Panama,PAN,Central America,3998,3313026,0.712976154,high
1994,Panama,PAN,Central America,20469,2669546,5.422441726,high
2007,Panama,PAN,Central America,3399,3437490,0.370088508,expected
1992,Panama,PAN,Central America,0,2561336,-2.702017978,low
2017,Panama,PAN,Central America,10702,4098707,0.555493446,high
1997,Panama,PAN,Central America,2628,2836695,1.428923542,high
